,drug,cell_line,IC50
739,GSK-LSD1,A101D,3.602105
740,GSK1904529A,A101D,5.391914
741,GSK2110183B,A101D,3.76809
742,GSK2578215A,A101D,5.093699
743,GSK2606414,A101D,2.515183
744,GSK2801,A101D,5.984099
745,GSK2830371,A101D,4.95475
746,GSK591,A101D,5.284514
747,GW441756,A101D,2.560479
748,Gallibiscoquinazole,A101D,2.877264
749,Gefitinib,A101D,3.788991
750,Gemcitabine,A101D,-4.425918
751,I-BET-762,A101D,2.429231
752,I-BRD9,A101D,4.013667
753,ICL-SIRT078,A101D,2.825809
754,IWP-2,A101D,3.144803
755,Ibrutinib,A101D,6.316881
756,Ipatasertib,A101D,3.80683
757,Irinotecan,A101D,2.556283
758,JNK Inhibitor VIII,A101D,5.683355
759,JQ1,A101D,0.888394
760,KRAS (G12C) Inhibitor-12,A101D,3.562459
761,KU-55933,A101D,3.691217
762,L-Oxonoreleagnine,A101D,4.099089
763,LCL161,A101D,2.602135
764,LGK974,A101D,4.900866
765,LJI308,A101D,4.084553
766,LY2109761,A101D,6.18273
767,Lapatinib,A101D,2.223729
768,Leflunomide,A101D,5.013599
769,Lenalidomide,A101D,5.839225
770,Lestaurtinib,A101D,-0.900305
771,Linsitinib,A101D,5.219105
772,MG-132,A101D,-2.990291
773,MIM1,A101D,4.108693
774,MIRA-1,A101D,3.594124
775,MK-1775,A101D,-0.077663
776,MK-2206,A101D,3.004413
777,MK-8776,A101D,3.030025
778,ML323,A101D,5.071922
779,MN-64,A101D,5.133064
780,Methotrexate,A101D,1.868041
781,Mitoxantrone,A101D,1.072435
782,Motesanib,A101D,5.875725
783,Mycophenolic acid,A101D,0.332671
784,N-acetyl cysteine,A101D,10.288385
785,NU7441,A101D,2.399076
786,NVP-ADW742,A101D,2.048064
787,Navitoclax,A101D,1.517395
788,Nelarabine,A101D,6.568278
789,Nilotinib,A101D,3.134265
790,Niraparib,A101D,5.437382
791,Nutlin-3a (-),A101D,2.31233
792,OF-1,A101D,5.183961
793,OSI-027,A101D,2.268155
794,OTX015,A101D,1.344809
795,Obatoclax Mesylate,A101D,-1.038164
796,Olaparib,A101D,4.371187
797,Osimertinib,A101D,3.342514
798,Oxaliplatin,A101D,5.043389
799,P22077,A101D,3.386455
800,PCI-34051,A101D,4.579814
801,PD0325901,A101D,-1.737046
802,PD173074,A101D,4.910767
803,PFI-1,A101D,3.230754
804,PFI3,A101D,5.925184
805,PLX-4720,A101D,1.355216
806,POMHEX,A101D,2.52872
807,PRIMA-1MET,A101D,3.361337
808,Paclitaxel,A101D,-3.72567
809,Palbociclib,A101D,3.284073
810,Picolinici-acid,A101D,5.388484
811,Pictilisib,A101D,0.58427
812,Podophyllotoxin bromide,A101D,-1.337843
813,Pyridostatin,A101D,3.786312
814,RO-3306,A101D,2.252193
815,RVX-208,A101D,5.258357
816,Rapamycin,A101D,-4.40798
817,Remodelin,A101D,5.126682
818,Romidepsin,A101D,-6.283654
819,Rucaparib,A101D,4.782792
820,Ruxolitinib,A101D,5.32777
821,SB216763,A101D,4.370663
822,SB590885,A101D,0.891654
823,SCH772984,A101D,0.743311
824,SGC-CBP30,A101D,4.19092
825,SGC0946,A101D,2.17912
826,Sabutoclax,A101D,-1.107939
827,Sapitinib,A101D,5.557492
828,Schweinfurthin A,A101D,2.28509
829,Selumetinib,A101D,1.007914
830,Sepantronium bromide,A101D,-6.272035
831,Serdemetan,A101D,3.492969
832,Sinularin,A101D,3.331862
833,Sorafenib,A101D,2.584758
834,Staurosporine,A101D,-2.98248
835,Talazoparib,A101D,2.845414
836,Tamoxifen,A101D,2.528269
837,Tanespimycin,A101D,0.500829
838,Taselisib,A101D,1.457826
839,Telomerase Inhibitor IX,A101D,-1.003577
840,Temozolomide,A101D,5.957069
841,Temsirolimus,A101D,-0.722323
842,Teniposide,A101D,0.287774
843,Topotecan,A101D,0.158983
844,Trametinib,A101D,-2.414401
845,UMI-77,A101D,2.588245
846,UNC0379,A101D,4.732749
847,UNC0638,A101D,4.579878
848,Ulixertinib,A101D,1.439521
849,Uprosertib,A101D,1.95192
850,VE-822,A101D,4.977676
851,VE821,A101D,4.888522
852,Veliparib,A101D,4.824732
853,Venetoclax,A101D,1.705522
854,Vinblastine,A101D,-3.942379
855,Vincristine,A101D,-2.571966
856,Vinorelbine,A101D,-4.442995
857,Vismodegib,A101D,5.35574
858,Vorinostat,A101D,1.598615
859,WEHI-539,A101D,2.960597
860,WIKI4,A101D,3.78365
861,Wee1 Inhibitor,A101D,2.352351
862,XAV939,A101D,4.343798
863,ZM447439,A101D,1.290835
864,Zoledronate,A101D,4.116878
865,alpha-lipoic acid,A101D,8.395292
866,glutathione,A101D,8.809269
867,5-Fluorouracil,C2BBE1,5.541599
868,5-azacytidine,C2BBE1,4.549438
869,A-366,C2BBE1,4.874423
870,ABT737,C2BBE1,1.670033
871,AGI-5198,C2BBE1,5.702127
872,AGI-6780,C2BBE1,5.229348
873,AGK2,C2BBE1,2.370978
874,AMG-319,C2BBE1,6.934709
875,AT13148,C2BBE1,3.138261
876,AZ6102,C2BBE1,2.840922
877,AZ960,C2BBE1,2.582341
878,AZD1208,C2BBE1,6.71263
879,AZD1332,C2BBE1,3.277334
880,AZD2014,C2BBE1,1.158246
881,AZD3759,C2BBE1,2.738243
882,AZD4547,C2BBE1,6.406839
883,AZD5153,C2BBE1,2.344276
884,AZD5363,C2BBE1,3.404528
885,AZD5438,C2BBE1,3.646946
886,AZD5582,C2BBE1,4.726047
887,AZD5991,C2BBE1,4.779142
888,AZD6738,C2BBE1,2.274581
889,AZD7762,C2BBE1,2.997346
890,AZD8055,C2BBE1,0.312687
891,AZD8186,C2BBE1,-0.10401
892,Acetalax,C2BBE1,3.792122
893,Afatinib,C2BBE1,2.739204
894,Afuresertib,C2BBE1,2.654248
895,Alisertib,C2BBE1,4.576492
896,Alpelisib,C2BBE1,4.185727
897,Avagacestat,C2BBE1,6.676652
898,Axitinib,C2BBE1,4.039492
899,BI-2536,C2BBE1,4.365715
900,BIBR-1532,C2BBE1,5.580072
901,BMS-345541,C2BBE1,3.509565
902,Bleomycin (50 uM),C2BBE1,5.869675
903,Bortezomib,C2BBE1,-4.759192
904,Bosutinib,C2BBE1,4.010423
905,Bromosporine,C2BBE1,4.473172
906,Buparlisib,C2BBE1,0.441999
907,CPI-637,C2BBE1,6.79084
908,CZC24832,C2BBE1,6.361846
909,Camptothecin,C2BBE1,0.342885
910,Carmustine,C2BBE1,6.529392
911,Cediranib,C2BBE1,2.207552
912,Cisplatin,C2BBE1,4.287714
913,Crizotinib,C2BBE1,3.915682
914,Cytarabine,C2BBE1,2.917281
915,Dabrafenib,C2BBE1,6.276868
916,Dacarbazine,C2BBE1,6.608715
917,Dactolisib,C2BBE1,-2.529623
918,Dasatinib,C2BBE1,1.613203
919,Dihydrorotenone,C2BBE1,0.328285
920,Docetaxel,C2BBE1,-0.593063
921,Doramapimod,C2BBE1,5.709769
922,EHT-1864,C2BBE1,4.242232
923,EPZ004777,C2BBE1,6.556827
924,EPZ5676,C2BBE1,6.435764
925,Elephantin,C2BBE1,4.096491
926,Entinostat,C2BBE1,2.975619
927,Entospletinib,C2BBE1,2.876508
928,Epirubicin,C2BBE1,0.967466
929,Erlotinib,C2BBE1,3.333798
930,Foretinib,C2BBE1,2.001516
931,Fulvestrant,C2BBE1,4.998894
932,GNE-317,C2BBE1,-0.755963
933,GSK-LSD1,C2BBE1,3.847008
934,GSK1904529A,C2BBE1,4.52576
935,GSK2110183B,C2BBE1,4.672631
936,GSK2578215A,C2BBE1,5.269113
937,GSK2606414,C2BBE1,4.168855
938,GSK2801,C2BBE1,6.634056
939,GSK2830371,C2BBE1,6.745721
940,GSK591,C2BBE1,4.281626
941,GW441756,C2BBE1,3.873771
942,Gallibiscoquinazole,C2BBE1,4.495319
943,Gefitinib,C2BBE1,3.968477
944,Gemcitabine,C2BBE1,1.557271
945,I-BET-762,C2BBE1,3.846866
946,I-BRD9,C2BBE1,5.351201
947,ICL-SIRT078,C2BBE1,4.592394
948,IWP-2,C2BBE1,4.165703
949,Ibrutinib,C2BBE1,3.283569
950,Ipatasertib,C2BBE1,3.74146
951,Irinotecan,C2BBE1,5.906862
952,JNK Inhibitor VIII,C2BBE1,6.768874
953,JQ1,C2BBE1,4.393711
954,KRAS (G12C) Inhibitor-12,C2BBE1,6.288245
955,KU-55933,C2BBE1,4.599611
956,L-Oxonoreleagnine,C2BBE1,5.353515
957,LCL161,C2BBE1,6.262801
958,LGK974,C2BBE1,3.895076
959,LJI308,C2BBE1,6.354227
960,LY2109761,C2BBE1,7.032531
961,Lapatinib,C2BBE1,3.136563
962,Leflunomide,C2BBE1,5.999492
963,Lenalidomide,C2BBE1,6.839356
964,Lestaurtinib,C2BBE1,2.135856
965,Linsitinib,C2BBE1,3.912477
966,MG-132,C2BBE1,-1.576372
967,MIM1,C2BBE1,5.291894
968,MIRA-1,C2BBE1,7.291203
969,MK-1775,C2BBE1,1.838394
970,MK-2206,C2BBE1,2.963832
971,MK-8776,C2BBE1,6.157275
972,ML323,C2BBE1,4.732432
973,MN-64,C2BBE1,6.73699
974,Methotrexate,C2BBE1,3.567483
975,Mitoxantrone,C2BBE1,4.142433
976,Motesanib,C2BBE1,6.813743
977,Mycophenolic acid,C2BBE1,1.699033
978,N-acetyl cysteine,C2BBE1,10.123821
979,NU7441,C2BBE1,2.27521
980,NVP-ADW742,C2BBE1,3.117841
981,Navitoclax,C2BBE1,1.304275
982,Nelarabine,C2BBE1,6.61107
983,Nilotinib,C2BBE1,2.652653
984,Niraparib,C2BBE1,6.304951
985,Nutlin-3a (-),C2BBE1,6.199884
986,OF-1,C2BBE1,3.720597
987,OSI-027,C2BBE1,1.837895
988,OTX015,C2BBE1,3.597799
989,Obatoclax Mesylate,C2BBE1,0.076891
990,Olaparib,C2BBE1,6.645957
991,Osimertinib,C2BBE1,1.751272
992,Oxaliplatin,C2BBE1,3.639759
993,P22077,C2BBE1,3.61517
994,PCI-34051,C2BBE1,4.978184
995,PD0325901,C2BBE1,0.513687
996,PD173074,C2BBE1,4.181016
997,PFI-1,C2BBE1,4.347031
998,PFI3,C2BBE1,6.37079
999,PLX-4720,C2BBE1,5.289576
1000,POMHEX,C2BBE1,0.320706
1001,PRIMA-1MET,C2BBE1,4.13912
1002,Paclitaxel,C2BBE1,0.985598
1003,Palbociclib,C2BBE1,5.892031
1004,Picolinici-acid,C2BBE1,6.704215
1005,Pictilisib,C2BBE1,-0.150238
1006,Podophyllotoxin bromide,C2BBE1,0.771092
1007,Pyridostatin,C2BBE1,4.722071
1008,RO-3306,C2BBE1,6.547632
1009,RVX-208,C2BBE1,6.267203
1010,Rapamycin,C2BBE1,-0.9889
1011,Remodelin,C2BBE1,3.375095
1012,Romidepsin,C2BBE1,-5.591861
1013,Rucaparib,C2BBE1,5.46074
1014,Ruxolitinib,C2BBE1,6.248011
1015,SB216763,C2BBE1,6.027876
1016,SB590885,C2BBE1,5.032043
1017,SCH772984,C2BBE1,2.57271
1018,SGC-CBP30,C2BBE1,6.256861
1019,SGC0946,C2BBE1,3.512081
1020,Sabutoclax,C2BBE1,0.392222
1021,Sapitinib,C2BBE1,2.325257
1022,Schweinfurthin A,C2BBE1,2.318654
1023,Selumetinib,C2BBE1,4.305789
1024,Sepantronium bromide,C2BBE1,-4.336893
1025,Serdemetan,C2BBE1,5.688705
1026,Sinularin,C2BBE1,4.319982
1027,Sorafenib,C2BBE1,2.940689
1028,Staurosporine,C2BBE1,-0.467004
1029,Talazoparib,C2BBE1,5.52257
1030,Tamoxifen,C2BBE1,3.649441
1031,Tanespimycin,C2BBE1,1.611758
1032,Taselisib,C2BBE1,1.069836
1033,Telomerase Inhibitor IX,C2BBE1,0.285884
1034,Temozolomide,C2BBE1,8.334454
1035,Temsirolimus,C2BBE1,2.449772
1036,Teniposide,C2BBE1,3.083709
1037,Topotecan,C2BBE1,2.807799
1038,Trametinib,C2BBE1,-0.389648
1039,UMI-77,C2BBE1,1.697711
1040,UNC0379,C2BBE1,5.178169
1041,UNC0638,C2BBE1,6.043509
1042,Ulixertinib,C2BBE1,3.6026
1043,Uprosertib,C2BBE1,3.622767
1044,VE-822,C2BBE1,6.246838
1045,VE821,C2BBE1,5.84664
1046,Veliparib,C2BBE1,6.438521
1047,Venetoclax,C2BBE1,3.736786
1048,Vinblastine,C2BBE1,-0.681085
1049,Vincristine,C2BBE1,0.033341
1050,Vinorelbine,C2BBE1,-0.222999
1051,Vismodegib,C2BBE1,5.702972
1052,Vorinostat,C2BBE1,1.520015
1053,WEHI-539,C2BBE1,3.352828
1054,WIKI4,C2BBE1,2.965499
1055,Wee1 Inhibitor,C2BBE1,2.728205
1056,XAV939,C2BBE1,6.515868
1057,ZM447439,C2BBE1,6.392406
1058,Zoledronate,C2BBE1,4.533507
1059,alpha-lipoic acid,C2BBE1,8.769834
1060,glutathione,C2BBE1,9.568579
1061,5-Fluorouracil,HCC827,5.191741
1062,5-azacytidine,HCC827,3.595454
1063,A-366,HCC827,6.028838
1064,ABT737,HCC827,4.389625
1065,AGI-5198,HCC827,5.698307
1066,AGI-6780,HCC827,5.258638
1067,AGK2,HCC827,4.342128
1068,AMG-319,HCC827,4.792711
1069,AT13148,HCC827,3.666321
1070,AZ6102,HCC827,2.74864
1071,AZ960,HCC827,5.047218
1072,AZD1208,HCC827,5.791158
1073,AZD1332,HCC827,6.636518
1074,AZD2014,HCC827,3.100172
1075,AZD3759,HCC827,-2.602837
1076,AZD4547,HCC827,3.380675
1077,AZD5153,HCC827,2.843574
1078,AZD5363,HCC827,4.219376
1079,AZD5438,HCC827,2.575397
1080,AZD5582,HCC827,2.972299
1081,AZD5991,HCC827,6.67956
1082,AZD6738,HCC827,2.491286
1083,AZD7762,HCC827,-0.259637
1084,AZD8055,HCC827,0.20646
1085,AZD8186,HCC827,2.968449
1086,Acetalax,HCC827,7.429243
1087,Afatinib,HCC827,-3.935928
1088,Afuresertib,HCC827,4.136904
1089,Alisertib,HCC827,2.581718
1090,Alpelisib,HCC827,4.250128
1091,Avagacestat,HCC827,5.974605
1092,Axitinib,HCC827,4.678995
1093,BI-2536,HCC827,-0.024598
1094,BIBR-1532,HCC827,5.171032
1095,BMS-345541,HCC827,4.410972
1096,Bleomycin (50 uM),HCC827,4.117045
1097,Bortezomib,HCC827,-4.751015
1098,Bosutinib,HCC827,-0.149514
1099,Bromosporine,HCC827,3.584292
1100,Buparlisib,HCC827,1.703575
1101,CPI-637,HCC827,6.23381
1102,CZC24832,HCC827,5.523252
1103,Camptothecin,HCC827,-0.321596
1104,Carmustine,HCC827,7.419218
1105,Cediranib,HCC827,0.034428
1106,Cisplatin,HCC827,4.559979
1107,Crizotinib,HCC827,3.554618
1108,Cytarabine,HCC827,2.25954
1109,Dabrafenib,HCC827,6.494942
1110,Dacarbazine,HCC827,6.797071
1111,Dactolisib,HCC827,-0.743924
1112,Dasatinib,HCC827,-1.569385
1113,Dihydrorotenone,HCC827,1.926909
1114,Docetaxel,HCC827,-0.806449
1115,Doramapimod,HCC827,6.395796
1116,EHT-1864,HCC827,4.657623
1117,EPZ004777,HCC827,5.774092
1118,EPZ5676,HCC827,5.850756
1119,Elephantin,HCC827,4.11489
1120,Entinostat,HCC827,-0.061344
1121,Entospletinib,HCC827,5.248491
1122,Epirubicin,HCC827,0.302015
1123,Erlotinib,HCC827,-2.707414
1124,Foretinib,HCC827,1.215347
1125,Fulvestrant,HCC827,4.347685
1126,GNE-317,HCC827,0.670109
1127,GSK-LSD1,HCC827,2.091152
1128,GSK1904529A,HCC827,4.790134
1129,GSK2110183B,HCC827,5.438623
1130,GSK2578215A,HCC827,6.097336
1131,GSK2606414,HCC827,3.852861
1132,GSK2801,HCC827,5.478945
1133,GSK2830371,HCC827,6.682668
1134,GSK591,HCC827,4.344956
1135,GW441756,HCC827,4.333161
1136,Gallibiscoquinazole,HCC827,2.816217
1137,Gefitinib,HCC827,-2.738697
1138,Gemcitabine,HCC827,2.488382
1139,I-BET-762,HCC827,4.108792
1140,I-BRD9,HCC827,7.025837
1141,ICL-SIRT078,HCC827,3.587875
1142,IWP-2,HCC827,1.912871
1143,Ibrutinib,HCC827,4.930049
1144,Ipatasertib,HCC827,4.428936
1145,Irinotecan,HCC827,4.13326
1146,JNK Inhibitor VIII,HCC827,6.47021
1147,JQ1,HCC827,3.797048
1148,KRAS (G12C) Inhibitor-12,HCC827,5.936296
1149,KU-55933,HCC827,6.402763
1150,L-Oxonoreleagnine,HCC827,3.925418
1151,LCL161,HCC827,4.12887
1152,LGK974,HCC827,4.241947
1153,LJI308,HCC827,6.178287
1154,LY2109761,HCC827,5.333651
1155,Lapatinib,HCC827,1.139135
1156,Leflunomide,HCC827,5.431557
1157,Lenalidomide,HCC827,6.196843
1158,Lestaurtinib,HCC827,0.150939
1159,Linsitinib,HCC827,5.207676
1160,MG-132,HCC827,-1.488899
1161,MIM1,HCC827,5.005143
1162,MIRA-1,HCC827,7.49016
1163,MK-1775,HCC827,0.629055
1164,MK-2206,HCC827,3.571288
1165,MK-8776,HCC827,2.227803
1166,ML323,HCC827,5.843242
1167,MN-64,HCC827,5.909207
1168,Methotrexate,HCC827,-0.163374
1169,Mitoxantrone,HCC827,2.183763
1170,Motesanib,HCC827,6.600753
1171,Mycophenolic acid,HCC827,3.4303
1172,N-acetyl cysteine,HCC827,10.735992
1173,NU7441,HCC827,3.533807
1174,NVP-ADW742,HCC827,3.899977
1175,Navitoclax,HCC827,3.326192
1176,Nelarabine,HCC827,7.272017
1177,Nilotinib,HCC827,5.265869
1178,Niraparib,HCC827,5.389704
1179,Nutlin-3a (-),HCC827,6.196977
1180,OF-1,HCC827,3.666942
1181,OSI-027,HCC827,2.338258
1182,OTX015,HCC827,6.368497
1183,Obatoclax Mesylate,HCC827,0.214271
1184,Olaparib,HCC827,4.128216
1185,Osimertinib,HCC827,-3.593735
1186,Oxaliplatin,HCC827,5.573582
1187,P22077,HCC827,3.348494
1188,PCI-34051,HCC827,6.527695
1189,PD0325901,HCC827,3.312647
1190,PD173074,HCC827,4.979329
1191,PFI-1,HCC827,4.923893
1192,PFI3,HCC827,6.165112
1193,PLX-4720,HCC827,3.303863
1194,POMHEX,HCC827,1.099971
1195,PRIMA-1MET,HCC827,6.004583
1196,Paclitaxel,HCC827,-0.057143
1197,Palbociclib,HCC827,6.131633
1198,Picolinici-acid,HCC827,5.621263
1199,Pictilisib,HCC827,1.080641
1200,Podophyllotoxin bromide,HCC827,-0.434334
1201,Pyridostatin,HCC827,3.318982
1202,RO-3306,HCC827,6.559052
1203,RVX-208,HCC827,6.349175
1204,Rapamycin,HCC827,0.070963
1205,Remodelin,HCC827,5.244314
1206,Romidepsin,HCC827,-5.808266
1207,Rucaparib,HCC827,3.376308
1208,Ruxolitinib,HCC827,3.707325
1209,SB216763,HCC827,5.519993
1210,SB590885,HCC827,5.632307
1211,SCH772984,HCC827,1.519828
1212,SGC-CBP30,HCC827,5.630287
1213,SGC0946,HCC827,2.557969
1214,Sabutoclax,HCC827,-1.225513
1215,Schweinfurthin A,HCC827,4.285297
1216,Selumetinib,HCC827,3.196617
1217,Sepantronium bromide,HCC827,-4.616246
1218,Serdemetan,HCC827,3.94838
1219,Sinularin,HCC827,3.103045
1220,Sorafenib,HCC827,3.868251
1221,Staurosporine,HCC827,-1.467606
1222,Talazoparib,HCC827,5.426588
1223,Tamoxifen,HCC827,4.133604
1224,Tanespimycin,HCC827,1.484273
1225,Taselisib,HCC827,1.636005
1226,Telomerase Inhibitor IX,HCC827,2.288275
1227,Temozolomide,HCC827,7.065678
1228,Temsirolimus,HCC827,1.814163
1229,Teniposide,HCC827,2.526709
1230,Topotecan,HCC827,1.38073
1231,Trametinib,HCC827,2.250742
1232,UMI-77,HCC827,3.498521
1233,UNC0379,HCC827,3.765204
1234,UNC0638,HCC827,5.298255
1235,Ulixertinib,HCC827,4.95217
1236,Uprosertib,HCC827,4.478582
1237,VE-822,HCC827,5.554657
1238,VE821,HCC827,3.082994
1239,Veliparib,HCC827,6.252406
1240,Venetoclax,HCC827,4.727563
1241,Vinblastine,HCC827,-1.382337
1242,Vincristine,HCC827,-2.032066
1243,Vinorelbine,HCC827,-1.832171
1244,Vismodegib,HCC827,6.367726
1245,Vorinostat,HCC827,2.554634
1246,WEHI-539,HCC827,4.807175
1247,WIKI4,HCC827,4.14231
1248,Wee1 Inhibitor,HCC827,2.799336
1249,XAV939,HCC827,3.172621
1250,ZM447439,HCC827,3.100615
1251,Zoledronate,HCC827,4.979429
1252,alpha-lipoic acid,HCC827,9.101132
1253,glutathione,HCC827,10.39662
1254,5-Fluorouracil,NCIH1581,4.860801
1255,5-azacytidine,NCIH1581,1.765969
1256,A-366,NCIH1581,5.027511
1257,ABT737,NCIH1581,2.204664
1258,AGI-5198,NCIH1581,4.544446
1259,AGI-6780,NCIH1581,2.235708
1260,AGK2,NCIH1581,3.445968
1261,AMG-319,NCIH1581,5.030541
1262,AT13148,NCIH1581,4.575951
1263,AZ6102,NCIH1581,3.013069
1264,AZ960,NCIH1581,0.594892
1265,AZD1208,NCIH1581,4.481184
1266,AZD1332,NCIH1581,0.680497
1267,AZD2014,NCIH1581,0.204859
1268,AZD3759,NCIH1581,3.086081
1269,AZD4547,NCIH1581,-0.747999
1270,AZD5153,NCIH1581,2.750469
1271,AZD5363,NCIH1581,3.832049
1272,AZD5438,NCIH1581,2.016102
1273,AZD5582,NCIH1581,1.40527
1274,AZD5991,NCIH1581,-1.13365
1275,AZD6738,NCIH1581,2.361655
1276,AZD7762,NCIH1581,0.71678
1277,AZD8055,NCIH1581,-0.644606
1278,AZD8186,NCIH1581,5.258966
1279,Acetalax,NCIH1581,3.101016
1280,Afatinib,NCIH1581,1.950003
1281,Afuresertib,NCIH1581,3.701037
1282,Alisertib,NCIH1581,-0.102237
1283,Alpelisib,NCIH1581,4.740599
1284,Avagacestat,NCIH1581,4.817899
1285,Axitinib,NCIH1581,1.365925
1286,BI-2536,NCIH1581,-4.56984
1287,BIBR-1532,NCIH1581,5.265635
1288,BMS-345541,NCIH1581,3.712784
1289,Bleomycin (50 uM),NCIH1581,3.203893
1290,Bortezomib,NCIH1581,-4.376494
1291,Bosutinib,NCIH1581,3.127822
1292,Bromosporine,NCIH1581,1.746688
1293,Buparlisib,NCIH1581,0.712241
1294,CPI-637,NCIH1581,3.667258
1295,CZC24832,NCIH1581,4.759647
1296,Camptothecin,NCIH1581,-2.025838
1297,Carmustine,NCIH1581,6.130773
1298,Cediranib,NCIH1581,1.095792
1299,Cisplatin,NCIH1581,3.963241
1300,Crizotinib,NCIH1581,3.008991
1301,Cytarabine,NCIH1581,1.191308
1302,Dabrafenib,NCIH1581,3.999557
1303,Dacarbazine,NCIH1581,4.995142
1304,Dactolisib,NCIH1581,-2.644853
1305,Daporinad,NCIH1581,-4.226692
1306,Dasatinib,NCIH1581,3.855439
1307,Dihydrorotenone,NCIH1581,0.048153
1308,Docetaxel,NCIH1581,-5.512407
1309,Doramapimod,NCIH1581,5.304331
1310,EHT-1864,NCIH1581,3.33075
1311,EPZ004777,NCIH1581,4.592662
1312,EPZ5676,NCIH1581,5.275593
1313,Elephantin,NCIH1581,2.751283
1314,Entinostat,NCIH1581,3.015785
1315,Entospletinib,NCIH1581,4.354953
1316,Epirubicin,NCIH1581,-1.096488
1317,Erlotinib,NCIH1581,4.112285
1318,Foretinib,NCIH1581,0.327629
1319,Fulvestrant,NCIH1581,3.513857
1320,GNE-317,NCIH1581,0.50427
1321,GSK-LSD1,NCIH1581,1.383526
1322,GSK1904529A,NCIH1581,4.075643
1323,GSK2110183B,NCIH1581,3.929845
1324,GSK2578215A,NCIH1581,3.757154
1325,GSK2606414,NCIH1581,2.810785
1326,GSK2801,NCIH1581,4.58431
1327,GSK2830371,NCIH1581,5.33532
1328,GSK591,NCIH1581,4.976201
1329,GW441756,NCIH1581,3.534397
1330,Gallibiscoquinazole,NCIH1581,2.956016
1331,Gefitinib,NCIH1581,3.216317
1332,Gemcitabine,NCIH1581,1.558117
1333,I-BET-762,NCIH1581,3.058881
1334,I-BRD9,NCIH1581,4.144731
1335,ICL-SIRT078,NCIH1581,3.364972
1336,IWP-2,NCIH1581,2.163756
1337,Ibrutinib,NCIH1581,2.621285
1338,Ipatasertib,NCIH1581,3.773367
1339,Irinotecan,NCIH1581,2.310991
1340,JNK Inhibitor VIII,NCIH1581,4.559084
1341,JQ1,NCIH1581,3.344303
1342,KRAS (G12C) Inhibitor-12,NCIH1581,4.272544
1343,KU-55933,NCIH1581,5.33532
1344,L-Oxonoreleagnine,NCIH1581,4.113028
1345,LCL161,NCIH1581,5.316508
1346,LGK974,NCIH1581,2.37787
1347,LJI308,NCIH1581,4.782424
1348,LY2109761,NCIH1581,4.911874
1349,Lapatinib,NCIH1581,3.201206
1350,Leflunomide,NCIH1581,5.569893
1351,Lenalidomide,NCIH1581,5.228744
1352,Lestaurtinib,NCIH1581,0.044623
1353,Linsitinib,NCIH1581,3.428846
1354,MG-132,NCIH1581,-0.902285
1355,MIM1,NCIH1581,4.116631
1356,MIRA-1,NCIH1581,4.368745
1357,MK-1775,NCIH1581,0.335078
1358,MK-2206,NCIH1581,3.951959
1359,MK-8776,NCIH1581,3.416108
1360,ML323,NCIH1581,2.766135
1361,MN-64,NCIH1581,3.55954
1362,Methotrexate,NCIH1581,-3.789092
1363,Mitoxantrone,NCIH1581,2.60751
1364,Motesanib,NCIH1581,5.33532
1365,Mycophenolic acid,NCIH1581,1.474414
1366,N-acetyl cysteine,NCIH1581,10.421036
1367,NU7441,NCIH1581,4.836489
1368,NVP-ADW742,NCIH1581,3.865813
1369,Navitoclax,NCIH1581,1.810059
1370,Nelarabine,NCIH1581,6.015897
1371,Nilotinib,NCIH1581,3.017806
1372,Niraparib,NCIH1581,4.86392
1373,Nutlin-3a (-),NCIH1581,5.111195
1374,OF-1,NCIH1581,2.103628
1375,OSI-027,NCIH1581,0.128498
1376,OTX015,NCIH1581,2.897594
1377,Obatoclax Mesylate,NCIH1581,0.528968
1378,Olaparib,NCIH1581,4.097259
1379,Osimertinib,NCIH1581,1.931873
1380,Oxaliplatin,NCIH1581,4.778602
1381,P22077,NCIH1581,3.41473
1382,PCI-34051,NCIH1581,3.91938
1383,PD0325901,NCIH1581,0.927851
1384,PD173074,NCIH1581,2.276786
1385,PFI-1,NCIH1581,4.597111
1386,PFI3,NCIH1581,3.710156
1387,PLX-4720,NCIH1581,3.170836
1388,POMHEX,NCIH1581,0.693415
1389,PRIMA-1MET,NCIH1581,5.64828
1390,Paclitaxel,NCIH1581,-4.619125
1391,Palbociclib,NCIH1581,3.287708
1392,Picolinici-acid,NCIH1581,4.239276
1393,Pictilisib,NCIH1581,2.185135
1394,Podophyllotoxin bromide,NCIH1581,-1.503848
1395,Pyridostatin,NCIH1581,2.390216
1396,RO-3306,NCIH1581,2.295301
1397,RVX-208,NCIH1581,3.908919
1398,Rapamycin,NCIH1581,-3.344975
1399,Romidepsin,NCIH1581,-5.451966
1400,Rucaparib,NCIH1581,3.04645
1401,Ruxolitinib,NCIH1581,3.896503
1402,SB216763,NCIH1581,5.323133
1403,SB590885,NCIH1581,2.717449
1404,SCH772984,NCIH1581,1.675555
1405,SGC-CBP30,NCIH1581,2.65844
1406,SGC0946,NCIH1581,2.309378
1407,Sabutoclax,NCIH1581,-0.39901
1408,Sapitinib,NCIH1581,5.307859
1409,Schweinfurthin A,NCIH1581,2.702238
1410,Selumetinib,NCIH1581,2.756024
1411,Sepantronium bromide,NCIH1581,-6.121201
1412,Serdemetan,NCIH1581,2.984945
1413,Sinularin,NCIH1581,4.019997
1414,Sorafenib,NCIH1581,0.929979
